Date,Infectados,Rec,Suc,Total,Inm3,Inm2,Inm1
2024-10-06,3,0,31,34,0,0,0
2024-10-07,3,0,31,34,0,0,0
2024-10-08,3,0,31,34,0,0,0
2024-10-09,3,0,31,34,0,0,0
2024-10-10,3,0,31,34,0,0,0
2024-10-11,3,0,31,34,0,0,0
2024-10-12,3,0,31,34,0,0,0
2024-10-13,3,0,31,34,0,0,0
2024-10-14,3,0,31,34,0,0,0
2024-10-15,3,0,31,34,0,0,0
2024-10-16,3,0,31,34,0,0,0
2024-10-17,3,0,31,34,0,0,0
2024-10-18,3,0,31,34,0,0,0
2024-10-19,3,0,31,34,0,0,0
2024-10-20,3,0,31,34,0,0,0
2024-10-21,3,1,30,34,1,0,0
2024-10-22,3,1,30,34,0,1,0
2024-10-23,3,1,30,34,0,0,1
2024-10-24,3,0,31,34,0,0,0
2024-10-25,4,0,30,34,0,0,0
2024-10-26,4,0,30,34,0,0,0
2024-10-27,3,0,31,34,0,0,0
2024-10-28,3,0,31,34,0,0,0
2024-10-29,4,0,30,34,0,0,0
2024-10-30,4,1,29,34,1,0,0
2024-10-31,4,1,29,34,0,1,0
2024-11-01,3,1,30,34,0,0,1
2024-11-02,3,0,31,34,0,0,0
2024-11-03,3,0,31,34,0,0,0
2024-11-04,3,0,31,34,0,0,0
2024-11-05,3,0,31,34,0,0,0
2024-11-06,3,0,31,34,0,0,0
2024-11-07,3,0,31,34,0,0,0
2024-11-08,3,0,31,34,0,0,0
2024-11-09,3,0,31,34,0,0,0
2024-11-10,3,0,31,34,0,0,0
2024-11-11,3,0,31,34,0,0,0
2024-11-12,3,0,31,34,0,0,0
2024-11-13,2,0,32,34,0,0,0
2024-11-14,2,0,32,34,0,0,0
2024-11-15,2,0,32,34,0,0,0
2024-11-16,2,0,32,34,0,0,0
2024-11-17,2,0,32,34,0,0,0
2024-11-18,2,0,32,34,0,0,0
2024-11-19,2,0,32,34,0,0,0
2024-11-20,2,0,32,34,0,0,0
2024-11-21,3,0,31,34,0,0,0
2024-11-22,3,0,31,34,0,0,0
2024-11-23,3,0,31,34,0,0,0
2024-11-24,3,0,31,34,0,0,0
2024-11-25,3,0,31,34,0,0,0
2024-11-26,3,0,31,34,0,0,0
2024-11-27,3,0,31,34,0,0,0
2024-11-28,3,0,31,34,0,0,0
2024-11-29,2,0,32,34,0,0,0
2024-11-30,2,0,32,34,0,0,0
2024-12-01,2,0,32,34,0,0,0
2024-12-02,2,0,32,34,0,0,0
2024-12-03,2,1,31,34,1,0,0
2024-12-04,2,2,30,34,1,1,0
2024-12-05,2,2,30,34,0,1,1
2024-12-06,2,1,31,34,0,0,1
2024-12-07,2,0,32,34,0,0,0
2024-12-08,2,0,32,34,0,0,0
2024-12-09,2,0,32,34,0,0,0
2024-12-10,2,0,32,34,0,0,0
2024-12-11,2,0,32,34,0,0,0
2024-12-12,2,1,31,34,1,0,0
2024-12-13,2,1,31,34,0,1,0
2024-12-14,2,1,31,34,0,0,1
2024-12-15,2,0,32,34,0,0,0
2024-12-16,3,1,30,34,1,0,0
2024-12-17,5,2,27,34,1,1,0
2024-12-18,3,2,29,34,0,1,1
2024-12-19,3,1,30,34,0,0,1
2024-12-20,3,0,31,34,0,0,0
2024-12-21,3,0,31,34,0,0,0
2024-12-22,3,0,31,34,0,0,0
2024-12-23,3,0,31,34,0,0,0
2024-12-24,3,0,31,34,0,0,0
2024-12-25,3,0,31,34,0,0,0
2024-12-26,3,0,31,34,0,0,0
2024-12-27,3,0,31,34,0,0,0
2024-12-28,3,0,31,34,0,0,0
2024-12-29,3,0,31,34,0,0,0
2024-12-30,3,0,31,34,0,0,0
2024-12-31,3,0,31,34,0,0,0
2025-01-01,7,0,27,34,0,0,0
2025-01-02,6,0,28,34,0,0,0
2025-01-03,7,0,27,34,0,0,0
2025-01-04,7,0,27,34,0,0,0
2025-01-05,7,0,27,34,0,0,0
2025-01-06,6,0,28,34,0,0,0
2025-01-07,6,0,28,34,0,0,0
2025-01-08,5,0,29,34,0,0,0
2025-01-09,5,0,29,34,0,0,0
2025-01-10,6,0,28,34,0,0,0
2025-01-11,6,0,28,34,0,0,0
2025-01-12,6,0,28,34,0,0,0
2025-01-13,6,1,27,34,1,0,0
2025-01-14,5,1,28,34,0,1,0
2025-01-15,5,1,28,34,0,0,1
2025-01-16,6,0,28,34,0,0,0
2025-01-17,4,0,30,34,0,0,0
2025-01-18,4,0,30,34,0,0,0
2025-01-19,4,0,30,34,0,0,0
2025-01-20,4,0,30,34,0,0,0
2025-01-21,4,0,30,34,0,0,0
2025-01-22,4,0,30,34,0,0,0
2025-01-23,3,0,31,34,0,0,0
2025-01-24,3,0,31,34,0,0,0
2025-01-25,3,0,31,34,0,0,0
2025-01-26,4,0,30,34,0,0,0
2025-01-27,5,0,29,34,0,0,0
2025-01-28,5,0,29,34,0,0,0
2025-01-29,5,0,29,34,0,0,0
2025-01-30,4,0,30,34,0,0,0
2025-01-31,4,0,30,34,0,0,0
2025-02-01,4,0,30,34,0,0,0
2025-02-02,5,0,29,34,0,0,0
2025-02-03,5,1,28,34,1,0,0
2025-02-04,5,1,28,34,0,1,0
2025-02-05,5,1,28,34,0,0,1
2025-02-06,6,0,28,34,0,0,0
2025-02-07,6,0,28,34,0,0,0
2025-02-08,6,0,28,34,0,0,0
2025-02-09,6,0,28,34,0,0,0
2025-02-10,6,0,28,34,0,0,0
2025-02-11,6,0,28,34,0,0,0
2025-02-12,6,0,28,34,0,0,0
2025-02-13,7,0,27,34,0,0,0
2025-02-14,7,0,27,34,0,0,0
2025-02-15,7,0,27,34,0,0,0
2025-02-16,7,0,27,34,0,0,0
2025-02-17,7,0,27,34,0,0,0
2025-02-18,7,0,27,34,0,0,0
2025-02-19,7,0,27,34,0,0,0
2025-02-20,7,0,27,34,0,0,0
2025-02-21,7,0,27,34,0,0,0
2025-02-22,7,0,27,34,0,0,0
2025-02-23,7,0,27,34,0,0,0
2025-02-24,9,2,23,34,2,0,0
2025-02-25,8,3,23,34,1,2,0
2025-02-26,8,3,23,34,0,1,2
2025-02-27,8,1,25,34,0,0,1
2025-02-28,8,0,26,34,0,0,0
2025-03-01,8,0,26,34,0,0,0
2025-03-02,7,0,27,34,0,0,0
2025-03-03,7,0,27,34,0,0,0
2025-03-04,8,0,26,34,0,0,0
2025-03-05,7,0,27,34,0,0,0
2025-03-06,7,0,27,34,0,0,0
2025-03-07,6,0,28,34,0,0,0
2025-03-08,6,0,28,34,0,0,0
2025-03-09,6,0,28,34,0,0,0
2025-03-10,9,0,25,34,0,0,0
2025-03-11,7,0,27,34,0,0,0
2025-03-12,6,1,27,34,1,0,0
2025-03-13,6,1,27,34,0,1,0
2025-03-14,6,1,27,34,0,0,1
2025-03-15,7,0,27,34,0,0,0
2025-03-16,7,1,26,34,1,0,0
2025-03-17,7,2,25,34,1,1,0
2025-03-18,7,2,25,34,0,1,1
2025-03-19,7,1,26,34,0,0,1
2025-03-20,7,0,27,34,0,0,0
2025-03-21,7,0,27,34,0,0,0
2025-03-22,7,0,27,34,0,0,0
2025-03-23,7,1,26,34,1,0,0
2025-03-24,7,2,25,34,1,1,0
2025-03-25,7,2,25,34,0,1,1
2025-03-26,8,2,24,34,1,0,1
2025-03-27,8,1,25,34,0,1,0
2025-03-28,8,1,25,34,0,0,1
2025-03-29,9,0,25,34,0,0,0
2025-03-30,9,0,25,34,0,0,0
2025-03-31,9,0,25,34,0,0,0
2025-04-01,9,0,25,34,0,0,0
2025-04-02,9,0,25,34,0,0,0
2025-04-03,9,0,25,34,0,0,0
2025-04-04,14,0,20,34,0,0,0
2025-04-05,14,0,20,34,0,0,0
2025-04-06,14,0,20,34,0,0,0
2025-04-07,14,0,20,34,0,0,0
2025-04-08,14,0,20,34,0,0,0
2025-04-09,10,0,24,34,0,0,0
2025-04-10,10,0,24,34,0,0,0
2025-04-11,10,0,24,34,0,0,0
2025-04-12,10,1,23,34,1,0,0
2025-04-13,10,1,23,34,0,1,0
2025-04-14,10,1,23,34,0,0,1
2025-04-15,11,0,23,34,0,0,0
2025-04-16,11,0,23,34,0,0,0
2025-04-17,11,0,23,34,0,0,0
2025-04-18,11,0,23,34,0,0,0
2025-04-19,11,0,23,34,0,0,0
2025-04-20,11,0,23,34,0,0,0
2025-04-21,11,1,22,34,1,0,0
2025-04-22,11,1,22,34,0,1,0
2025-04-23,11,1,22,34,0,0,1
2025-04-24,11,1,22,34,1,0,0
2025-04-25,11,1,22,34,0,1,0
2025-04-26,11,1,22,34,0,0,1
2025-04-27,12,1,21,34,1,0,0
2025-04-28,11,1,22,34,0,1,0
2025-04-29,11,1,22,34,0,0,1
2025-04-30,12,0,22,34,0,0,0
2025-05-01,12,0,22,34,0,0,0
2025-05-02,12,0,22,34,0,0,0
2025-05-03,12,0,22,34,0,0,0
2025-05-04,12,0,22,34,0,0,0
2025-05-05,12,0,22,34,0,0,0
2025-05-06,12,0,22,34,0,0,0
2025-05-07,12,0,22,34,0,0,0
2025-05-08,11,0,23,34,0,0,0
2025-05-09,11,0,23,34,0,0,0
2025-05-10,11,0,23,34,0,0,0
2025-05-11,11,0,23,34,0,0,0
2025-05-12,11,0,23,34,0,0,0
2025-05-13,11,0,23,34,0,0,0
2025-05-14,11,0,23,34,0,0,0
2025-05-15,11,0,23,34,0,0,0
2025-05-16,11,0,23,34,0,0,0
2025-05-17,11,0,23,34,0,0,0
2025-05-18,11,0,23,34,0,0,0
2025-05-19,11,1,22,34,1,0,0
2025-05-20,11,2,21,34,1,1,0
2025-05-21,11,2,21,34,0,1,1
2025-05-22,12,2,20,34,1,0,1
2025-05-23,12,1,21,34,0,1,0
2025-05-24,12,1,21,34,0,0,1
2025-05-25,12,0,22,34,0,0,0
2025-05-26,12,0,22,34,0,0,0
2025-05-27,12,0,22,34,0,0,0
2025-05-28,12,0,22,34,0,0,0
2025-05-29,12,0,22,34,0,0,0
2025-05-30,12,0,22,34,0,0,0
2025-05-31,12,0,22,34,0,0,0
2025-06-01,12,0,22,34,0,0,0
2025-06-02,12,2,20,34,2,0,0
2025-06-03,12,3,19,34,1,2,0
2025-06-04,12,4,18,34,1,1,2
2025-06-05,12,2,20,34,0,1,1
2025-06-06,12,1,21,34,0,0,1
2025-06-07,12,0,22,34,0,0,0
2025-06-08,12,0,22,34,0,0,0
2025-06-09,11,0,23,34,0,0,0
2025-06-10,11,0,23,34,0,0,0
2025-06-11,11,1,22,34,1,0,0
2025-06-12,10,1,23,34,0,1,0
2025-06-13,10,1,23,34,0,0,1
2025-06-14,10,0,24,34,0,0,0
2025-06-16,10,0,24,34,0,0,0
